A0A0G2JPB7	GO:0009897;GO:0009897
SEZ6L2	GO:0005789;GO:0005789;GO:0005789;GO:0005886;GO:0005886;GO:0005886;GO:0005783;GO:0005783;GO:0005783;GO:0043025;GO:0043025;GO:0043025
SF1	GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005681;GO:0005681;GO:0005681;GO:0005840;GO:0005840;GO:0005840;GO:0016604;GO:0016604;GO:0016604;GO:0089701;GO:0089701;GO:0089701
SF3A1	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005681;GO:0005681;GO:0005684;GO:0005684;GO:0005686;GO:0005686;GO:0016607;GO:0016607;GO:0071004;GO:0071004;GO:0071005;GO:0071005;GO:0071013;GO:0071013
SF3A2	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005681;GO:0005681;GO:0005684;GO:0005684;GO:0005686;GO:0005686;GO:0016607;GO:0016607;GO:0071005;GO:0071005;GO:0071013;GO:0071013;GO:0071004;GO:0071004
SF3A3	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005681;GO:0005681;GO:0005684;GO:0005684;GO:0005686;GO:0005686;GO:0016607;GO:0016607;GO:0071005;GO:0071005;GO:0071013;GO:0071013
SF3B1	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005681;GO:0005681;GO:0005684;GO:0005684;GO:0005686;GO:0005686;GO:0005730;GO:0005730;GO:0016607;GO:0016607;GO:0110016;GO:0110016;GO:0005689;GO:0005689;GO:0034693;GO:0034693;GO:0071005;GO:0071005;GO:0071013;GO:0071013;GO:0071004;GO:0071004
SF3B2	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005681;GO:0005681;GO:0005684;GO:0005684;GO:0005686;GO:0005686;GO:0016607;GO:0016607;GO:0005689;GO:0005689;GO:0071005;GO:0071005;GO:0071013;GO:0071013;GO:0071011;GO:0071011
SF3B3	GO:0000124;GO:0000124;GO:0000124;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005681;GO:0005681;GO:0005681;GO:0005684;GO:0005684;GO:0005684;GO:0005686;GO:0005686;GO:0005686;GO:0005730;GO:0005730;GO:0005730;GO:0005689;GO:0005689;GO:0005689;GO:0071005;GO:0071005;GO:0071005;GO:0071013;GO:0071013;GO:0071013
SF3B4	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005681;GO:0005681;GO:0005684;GO:0005684;GO:0005686;GO:0005686;GO:0005689;GO:0005689;GO:0071005;GO:0071005
SF3B5	GO:0000124;GO:0000124;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005681;GO:0005681;GO:0005684;GO:0005684;GO:0005686;GO:0005686;GO:0005689;GO:0005689;GO:0071005;GO:0071005;GO:0071011;GO:0071011
SF3B6	GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005681;GO:0005681;GO:0005681;GO:0005681;GO:0005681;GO:0005681;GO:0005681;GO:0005684;GO:0005684;GO:0005684;GO:0005684;GO:0005684;GO:0005684;GO:0005684;GO:0005686;GO:0005686;GO:0005686;GO:0005686;GO:0005686;GO:0005686;GO:0005686;GO:0005689;GO:0005689;GO:0005689;GO:0005689;GO:0005689;GO:0005689;GO:0005689;GO:0071011;GO:0071011;GO:0071011;GO:0071011;GO:0071011;GO:0071011;GO:0071011;GO:0071013;GO:0071013;GO:0071013;GO:0071013;GO:0071013;GO:0071013;GO:0071013
SFI1	GO:0005814;GO:0005814;GO:0005829;GO:0005829
SFMBT1	GO:0005634;GO:0005634;GO:0005654;GO:0005654
SFMBT2	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005829;GO:0005829;GO:0016235;GO:0016235;GO:0016604;GO:0016604;GO:0016607;GO:0016607;GO:0043231;GO:0043231
SFN	GO:0005615;GO:0005615;GO:0005634;GO:0005634;GO:0005829;GO:0005829;GO:0070062;GO:0070062;GO:0005737;GO:0005737
SFPQ	GO:0000785;GO:0000785;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005829;GO:0005829;GO:0016363;GO:0016363;GO:0016607;GO:0016607;GO:0042382;GO:0042382;GO:0090575;GO:0090575
SFR1	GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0032798;GO:0032798;GO:0032798;GO:0032798
SFRP1	GO:0062023;GO:0062023;GO:0062023;GO:0062023;GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0009986;GO:0009986;GO:0009986;GO:0009986;GO:0070062;GO:0070062;GO:0070062;GO:0070062
SFRP2	GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0062023;GO:0062023;GO:0062023;GO:0062023;GO:0062023
SFRP4	GO:0005615;GO:0005615;GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0009986;GO:0009986
SFRP5	GO:0005615;GO:0005615;GO:0005615
SFSWAP	GO:0005634;GO:0005634;GO:0005634
SFT2D1	GO:0016020;GO:0016020
SFT2D2	GO:0016020;GO:0016020;GO:0070062;GO:0070062
SFT2D3	GO:0016020
SFTA2	GO:0005576;GO:0005576;GO:0005576;GO:0005794;GO:0005794;GO:0005794;GO:0030133;GO:0030133;GO:0030133
SFTA3	GO:0005576;GO:0005576;GO:0005615;GO:0005615;GO:0005737;GO:0005737;GO:0005789;GO:0005789;GO:0042599;GO:0042599;GO:0045334;GO:0045334
SFTPA1	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0042599;GO:0042599;GO:0042599;GO:0042599;GO:0042599;GO:0042599;GO:0045334;GO:0045334;GO:0045334;GO:0045334;GO:0045334;GO:0045334;GO:0005581;GO:0005581;GO:0005581;GO:0005581;GO:0005581;GO:0005581;GO:0005791;GO:0005791;GO:0005791;GO:0005791;GO:0005791;GO:0005791;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005771;GO:0005771;GO:0005771;GO:0005771;GO:0005771;GO:0005771
SFTPA2	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0042599;GO:0042599;GO:0042599;GO:0042599;GO:0042599;GO:0042599;GO:0045334;GO:0045334;GO:0045334;GO:0045334;GO:0045334;GO:0045334;GO:0005581;GO:0005581;GO:0005581;GO:0005581;GO:0005581;GO:0005581;GO:0005791;GO:0005791;GO:0005791;GO:0005791;GO:0005791;GO:0005791;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005771;GO:0005771;GO:0005771;GO:0005771;GO:0005771;GO:0005771
SFTPB	GO:0005576;GO:0005576;GO:0005764;GO:0005764;GO:0005789;GO:0005789;GO:0042599;GO:0042599;GO:0045334;GO:0045334;GO:0097486;GO:0097486;GO:0005771;GO:0005771;GO:0097208;GO:0097208
SFTPC	GO:0005576;GO:0005576;GO:0005789;GO:0005789;GO:0042599;GO:0042599;GO:0045334;GO:0045334;GO:0097486;GO:0097486;GO:0005615;GO:0005615;GO:0097208;GO:0097208
SFTPD	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005764;GO:0005764;GO:0005764;GO:0005764;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0030139;GO:0030139;GO:0030139;GO:0030139;GO:0045334;GO:0045334;GO:0045334;GO:0045334;GO:0005581;GO:0005581;GO:0005581;GO:0005581;GO:0005791;GO:0005791;GO:0005791;GO:0005791;GO:0005615;GO:0005615;GO:0005615;GO:0005615;GO:0005771;GO:0005771;GO:0005771;GO:0005771
SFXN1	GO:0005739;GO:0005743
SFXN2	GO:0005739;GO:0005741;GO:0005743
SFXN3	GO:0005739;GO:0005743
SFXN4	GO:0005654;GO:0005654;GO:0005739;GO:0005739;GO:0043231;GO:0043231;GO:0005743;GO:0005743
SFXN5	GO:0005739;GO:0005743
SGCA	GO:0005737;GO:0005737;GO:0005737;GO:0005856;GO:0005856;GO:0005856;GO:0005911;GO:0005911;GO:0005911;GO:0042383;GO:0042383;GO:0042383;GO:0045121;GO:0045121;GO:0045121;GO:0016010;GO:0016010;GO:0016010;GO:0016012;GO:0016012;GO:0016012
SGCB	GO:0005737;GO:0005856;GO:0005886;GO:0016010;GO:0016012;GO:0042383
SGCD	GO:0005856;GO:0005886;GO:0016529;GO:0016010;GO:0042383;GO:0016012
SGCE	GO:0005794;GO:0005794;GO:0005794;GO:0005856;GO:0005856;GO:0005856;GO:0005886;GO:0005886;GO:0005886;GO:0032590;GO:0032590;GO:0032590;GO:0042383;GO:0042383;GO:0042383;GO:0016010;GO:0016010;GO:0016010;GO:0016012;GO:0016012;GO:0016012
SGCG	GO:0005737;GO:0005856;GO:0005886;GO:0016012;GO:0042383
SGCZ	GO:0005737;GO:0005856;GO:0016012;GO:0042383
SGF29	GO:0000124;GO:0000124;GO:0005634;GO:0005634;GO:0072686;GO:0072686;GO:0140672;GO:0140672;GO:0070461;GO:0070461
SGIP1	GO:0005737;GO:0005829;GO:0005886;GO:0005905;GO:0030136;GO:0030122
SGK1	GO:0005654;GO:0005654;GO:0005739;GO:0005739;GO:0005789;GO:0005789;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0016607;GO:0016607;GO:0005737;GO:0005737;GO:0005634;GO:0005634
SGK2	GO:0005654;GO:0005829
SGK3	GO:0005769;GO:0005769;GO:0005769;GO:0005829;GO:0005829;GO:0005829;GO:0055037;GO:0055037;GO:0055037
SGMS1	GO:0000138;GO:0000138;GO:0000138;GO:0000138;GO:0000139;GO:0000139;GO:0000139;GO:0000139;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005783;GO:0005783;GO:0005783;GO:0005783;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0005789;GO:0005789;GO:0005789;GO:0005789
SGMS2	GO:0000139;GO:0000139;GO:0005794;GO:0005794;GO:0005886;GO:0005886;GO:0005789;GO:0005789
SGO1	GO:0000776;GO:0000776;GO:0000775;GO:0000775;GO:0000779;GO:0000779;GO:0000922;GO:0000922;GO:0005654;GO:0005654;GO:0005813;GO:0005813;GO:0005829;GO:0005829
SGO2	GO:0000775;GO:0000775;GO:0005654;GO:0005654;GO:0005829;GO:0005829;GO:0016604;GO:0016604;GO:0030892;GO:0030892;GO:0000776;GO:0000776
SGPL1	GO:0005783;GO:0005783;GO:0005789;GO:0005789
SGPP1	GO:0005789;GO:0005789;GO:0005886;GO:0005886
SGPP2	GO:0005783;GO:0005789
SGSH	GO:0005764;GO:0005764;GO:0043202;GO:0043202;GO:0070062;GO:0070062
SGSM1	GO:0005737;GO:0005737;GO:0005737;GO:0005794;GO:0005794;GO:0005794;GO:0005829;GO:0005829;GO:0005829;GO:0030659;GO:0030659;GO:0030659
SGSM2	GO:0005737;GO:0005737;GO:0005737;GO:0042470;GO:0042470;GO:0042470
SGSM3	GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005921;GO:0005921;GO:0005921;GO:0005921
SGTA	GO:0005634;GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0016020;GO:0016020;GO:0016020;GO:0072380;GO:0072380;GO:0072380
SGTB	GO:0072380;GO:0072380;GO:0016020;GO:0016020
SH2B1	GO:0005634;GO:0005634;GO:0005634;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886
SH2B2	GO:0001725;GO:0001725;GO:0001726;GO:0001726;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005884;GO:0005884;GO:0005886;GO:0005886
SH2B3	GO:0005829;GO:0005829;GO:0005886;GO:0005886
SH2D1A	GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829
SH2D1B	GO:0005829;GO:0005829
SH2D2A	GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0005829
SH2D3C	GO:0005829;GO:0005829;GO:0005829;GO:0030424;GO:0030424;GO:0030424;GO:0032587;GO:0032587;GO:0032587
SH2D4A	GO:0005829;GO:0005829;GO:0005829;GO:0005737;GO:0005737;GO:0005737
SH2D4B	GO:0005737
SH2D5	GO:0014069
SH2D6	GO:0005737
SH2D7	GO:0005737
SH3BGRL	GO:0005615;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0070062
SH3BGRL2	GO:0005654;GO:0005654;GO:0031965;GO:0031965
SH3BGRL3	GO:0005829;GO:0005829;GO:0016604;GO:0016604;GO:0032587;GO:0032587;GO:0070062;GO:0070062
SH3BP1	GO:0001891;GO:0005634;GO:0005829;GO:0005912;GO:0005923;GO:0030027;GO:0031252;GO:0005622
SH3BP4	GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005905;GO:0005905;GO:0005905;GO:0005905;GO:0030136;GO:0030136;GO:0030136;GO:0030136;GO:0070062;GO:0070062;GO:0070062;GO:0070062
SH3BP5	GO:0005654;GO:0005654;GO:0005739;GO:0005739;GO:0016604;GO:0016604;GO:0030659;GO:0030659;GO:0005737;GO:0005737
SH3BP5L	GO:0005737;GO:0005737;GO:0005737
SH3D19	GO:0005654;GO:0005829;GO:0005886
SH3D21	GO:0005654;GO:0005654;GO:0005886;GO:0005886
SH3GL1	GO:0002102;GO:0002102;GO:0002102;GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0031901;GO:0031901;GO:0031901;GO:0042995;GO:0042995;GO:0042995;GO:0070161;GO:0070161;GO:0070161;GO:0098978;GO:0098978;GO:0098978;GO:0098793;GO:0098793;GO:0098793
SH3GL2	GO:0000139;GO:0000139;GO:0000139;GO:0005769;GO:0005769;GO:0005769;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886;GO:0030669;GO:0030669;GO:0030669;GO:0042995;GO:0042995;GO:0042995;GO:0048471;GO:0048471;GO:0048471;GO:0098978;GO:0098978;GO:0098978;GO:0098793;GO:0098793;GO:0098793
SH3GL3	GO:0001669;GO:0001669;GO:0001669;GO:0031901;GO:0031901;GO:0031901;GO:0098845;GO:0098845;GO:0098845;GO:0099092;GO:0099092;GO:0099092;GO:0098978;GO:0098978;GO:0098978;GO:0098793;GO:0098793;GO:0098793
SH3GLB1	GO:0000139;GO:0000139;GO:0000139;GO:0000421;GO:0000421;GO:0000421;GO:0005737;GO:0005737;GO:0005737;GO:0005741;GO:0005741;GO:0005741;GO:0005829;GO:0005829;GO:0005829;GO:0030496;GO:0030496;GO:0030496;GO:0031410;GO:0031410;GO:0031410;GO:0032991;GO:0032991;GO:0032991;GO:0016020;GO:0016020;GO:0016020
SH3GLB2	GO:0005654;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0016020;GO:0016020;GO:0016020
SH3KBP1	GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005856;GO:0005856;GO:0005886;GO:0005886;GO:0005911;GO:0005911;GO:0005925;GO:0005925;GO:0030139;GO:0030139;GO:0030659;GO:0030659;GO:0043005;GO:0043005;GO:0045202;GO:0045202
SH3PXD2A	GO:0002102;GO:0002102;GO:0002102;GO:0002102;GO:0002102;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0042995;GO:0042995;GO:0042995;GO:0042995;GO:0042995;GO:0070161;GO:0070161;GO:0070161;GO:0070161;GO:0070161
SH3PXD2B	GO:0002102;GO:0002102;GO:0002102;GO:0002102;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0042995;GO:0042995;GO:0042995;GO:0042995;GO:0070161;GO:0070161;GO:0070161;GO:0070161
SH3RF1	GO:0005794;GO:0005794;GO:0005794;GO:0005794;GO:0005794;GO:0005794;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0030027;GO:0030027;GO:0030027;GO:0030027;GO:0030027;GO:0030027;GO:0048471;GO:0048471;GO:0048471;GO:0048471;GO:0048471;GO:0048471
SH3RF2	GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005654
SH3TC1	GO:0005575
SH3TC2	GO:0005886;GO:0005886;GO:0005886;GO:0031410;GO:0031410;GO:0031410
SH3YL1	GO:0032587
SHANK1	GO:0045211;GO:0005829;GO:0005886;GO:0014069;GO:0016020;GO:0030425;GO:0043005;GO:0043197;GO:0060076;GO:0098685;GO:0098978
SHANK2	GO:0005883;GO:0005883;GO:0005883;GO:0005883;GO:0045211;GO:0045211;GO:0045211;GO:0045211;GO:0005575;GO:0005575;GO:0005575;GO:0005575;GO:0001750;GO:0001750;GO:0001750;GO:0001750;GO:0001917;GO:0001917;GO:0001917;GO:0001917;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0014069;GO:0014069;GO:0014069;GO:0014069;GO:0016324;GO:0016324;GO:0016324;GO:0016324;GO:0030426;GO:0030426;GO:0030426;GO:0030426;GO:0031526;GO:0031526;GO:0031526;GO:0031526;GO:0043005;GO:0043005;GO:0043005;GO:0043005;GO:0043025;GO:0043025;GO:0043025;GO:0043025;GO:0043197;GO:0043197;GO:0043197;GO:0043197;GO:0048786;GO:0048786;GO:0048786;GO:0048786;GO:0060170;GO:0060170;GO:0060170;GO:0060170;GO:0098686;GO:0098686;GO:0098686;GO:0098686;GO:0098978;GO:0098978;GO:0098978;GO:0098978
SHANK3	GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0014069;GO:0014069;GO:0014069;GO:0014069;GO:0031234;GO:0031234;GO:0031234;GO:0031234;GO:0043005;GO:0043005;GO:0043005;GO:0043005;GO:0044309;GO:0044309;GO:0044309;GO:0044309;GO:0060170;GO:0060170;GO:0060170;GO:0060170;GO:0043197;GO:0043197;GO:0043197;GO:0043197;GO:0045211;GO:0045211;GO:0045211;GO:0045211
SHARPIN	GO:0005829;GO:0005829;GO:0005829;GO:0014069;GO:0014069;GO:0014069;GO:0030425;GO:0030425;GO:0030425;GO:0071797;GO:0071797;GO:0071797
SHB	GO:0005654;GO:0005829;GO:0005886;GO:0036464
SHBG	GO:0005576;GO:0070062
SHC1	GO:0005759;GO:0005759;GO:0005759;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886;GO:0070435;GO:0070435;GO:0070435
SHC2	GO:0005575;GO:0005575;GO:0005575;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886
SHC3	GO:0005575;GO:0005575;GO:0005575;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886
SHC4	GO:0045211;GO:0045211;GO:0045211;GO:0005886;GO:0005886;GO:0005886
SHCBP1	GO:0005737;GO:0005819;GO:0030496
SHCBP1L	GO:0005737;GO:0005737;GO:0072687;GO:0072687
SHFL	GO:0000932;GO:0000932;GO:0000932;GO:0000932;GO:0000932;GO:0000932;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005829
SHH	GO:0000139;GO:0005576;GO:0005615;GO:0005783;GO:0005788;GO:0005789;GO:0005794;GO:0005829;GO:0005886;GO:0009986;GO:0045121;GO:0062023
SHISA2	GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005783;GO:0005783;GO:0005783;GO:0005783
SHISA3	GO:0005789
SHISA4	GO:0016020;GO:0016020;GO:0016020;GO:0016020
SHISA5	GO:0005788;GO:0005788;GO:0005788;GO:0005789;GO:0005789;GO:0005789;GO:0031965;GO:0031965;GO:0031965;GO:0005783;GO:0005783;GO:0005783
SHISA6	GO:0014069;GO:0098839;GO:0098985;GO:0032591;GO:0032281;GO:0045211
SHISA7	GO:0098978;GO:0098985;GO:0032281;GO:0014069;GO:0098839;GO:0045211;GO:0032591
SHISA8	GO:0032281;GO:0032281;GO:0045211;GO:0045211;GO:0014069;GO:0014069;GO:0032591;GO:0032591
SHISA9	GO:0032591;GO:0045202;GO:0098839;GO:0098978;GO:0008328;GO:0045211;GO:0014069;GO:0032281
SHISAL1	GO:0016020;GO:0016020
SHISAL2A	GO:0016020;GO:0016020;GO:0016020
SHISAL2B	GO:0016020;GO:0016020
SHKBP1	GO:0005764;GO:0005764;GO:0005764
SHLD1	GO:0000785;GO:0000785;GO:0000785;GO:0005694;GO:0005694;GO:0005694;GO:0035861;GO:0035861;GO:0035861
SHLD2	GO:0000785;GO:0000785;GO:0000785;GO:0005634;GO:0005634;GO:0005634;GO:0005694;GO:0005694;GO:0005694;GO:0035861;GO:0035861;GO:0035861
SHLD3	GO:0000785;GO:0000785;GO:0000785;GO:0005694;GO:0005694;GO:0005694;GO:0035861;GO:0035861;GO:0035861
SHMT1	GO:0005654;GO:0005829;GO:0070062;GO:0005737;GO:0005634
SHMT2	GO:0005634;GO:0005737;GO:0005739;GO:0005743;GO:0005758;GO:0005759;GO:0015630;GO:0042645;GO:0070062;GO:0070552;GO:0005829
SHOC1	GO:0000794;GO:0000794;GO:0000794;GO:0005694;GO:0005694;GO:0005694
SHOC2	GO:0005634;GO:0005634;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005829;GO:0005829;GO:0000164;GO:0000164
SHOX	GO:0005654;GO:0005654;GO:0043231;GO:0043231;GO:0000785;GO:0000785;GO:0005634;GO:0005634
SHOX2	GO:0000785;GO:0000785;GO:0000785;GO:0005634;GO:0005634;GO:0005634
SHPK	GO:0005737;GO:0005737;GO:0005829;GO:0005829
SHPRH	GO:0005654;GO:0005654;GO:0000786;GO:0000786
SHQ1	GO:0005730;GO:0015030;GO:0005654;GO:0005737;GO:0005829
SHROOM1	GO:0005874;GO:0005874;GO:0005874;GO:0030864;GO:0030864;GO:0030864;GO:0016324;GO:0016324;GO:0016324;GO:0043296;GO:0043296;GO:0043296;GO:0005912;GO:0005912;GO:0005912
SHROOM2	GO:0030864;GO:0030864;GO:0005856;GO:0005856;GO:0005874;GO:0005874;GO:0005886;GO:0005886;GO:0005912;GO:0005912;GO:0005923;GO:0005923;GO:0016324;GO:0016324;GO:0070062;GO:0070062;GO:0043296;GO:0043296
SHROOM3	GO:0005856;GO:0005856;GO:0005856;GO:0005856;GO:0005874;GO:0005874;GO:0005874;GO:0005874;GO:0005912;GO:0005912;GO:0005912;GO:0005912;GO:0016324;GO:0016324;GO:0016324;GO:0016324;GO:0043296;GO:0043296;GO:0043296;GO:0043296;GO:0030864;GO:0030864;GO:0030864;GO:0030864
SHROOM4	GO:0001725;GO:0001725;GO:0001725;GO:0015629;GO:0015629;GO:0015629;GO:0030864;GO:0030864;GO:0030864;GO:0005654;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005737;GO:0005884;GO:0005884;GO:0005884;GO:0005925;GO:0005925;GO:0005925;GO:0009898;GO:0009898;GO:0009898;GO:0009925;GO:0009925;GO:0009925;GO:0016324;GO:0016324;GO:0016324;GO:0043231;GO:0043231;GO:0043231;GO:0005912;GO:0005912;GO:0005912;GO:0043296;GO:0043296;GO:0043296
SHTN1	GO:0005737;GO:0005737;GO:0005874;GO:0005874;GO:0015630;GO:0015630;GO:0030027;GO:0030027;GO:0030175;GO:0030175;GO:0030424;GO:0030424;GO:0030426;GO:0030426;GO:0031252;GO:0031252;GO:0043204;GO:0043204;GO:0044295;GO:0044295;GO:0048471;GO:0048471;GO:0005875;GO:0005875
SI	GO:0005794;GO:0005886;GO:0005903;GO:0016324;GO:0070062
SIAE	GO:0005615;GO:0005615;GO:0005764;GO:0005764;GO:0070062;GO:0070062
SIAH1	GO:0005634;GO:0005634;GO:0005829;GO:0005829;GO:0030877;GO:0030877;GO:0005737;GO:0005737
SIAH2	GO:0005654;GO:0005769;GO:0005829;GO:0043005;GO:0043025;GO:0043231;GO:0005737
SIAH3	GO:0005654;GO:0005739;GO:0005737
SIDT2	GO:0005764;GO:0005764;GO:0005764;GO:0005764;GO:0005765;GO:0005765;GO:0005765;GO:0005765;GO:0005886;GO:0005886;GO:0005886;GO:0005886
SIGIRR	GO:0005886;GO:0005886;GO:0016020;GO:0016020
SIGLEC1	GO:0005576;GO:0005576;GO:0016020;GO:0016020;GO:0005769;GO:0005769;GO:0005770;GO:0005770;GO:0005886;GO:0005886
SIGLEC10	GO:0005576;GO:0005576;GO:0005576;GO:0005886;GO:0005886;GO:0005886
SIGLEC11	GO:0005886;GO:0005886
SIGLEC12	GO:0005886;GO:0005886;GO:0005886;GO:0005886
SIGLEC14	GO:0005886;GO:0005886;GO:0070821;GO:0070821;GO:0101003;GO:0101003
SIGLEC15	GO:0005886;GO:0005886;GO:0032991;GO:0032991
SIGLEC16	GO:0005886;GO:0005886
SIGLEC5	GO:0005886;GO:0005886;GO:0005886;GO:0030667;GO:0030667;GO:0030667;GO:0070821;GO:0070821;GO:0070821;GO:0101003;GO:0101003;GO:0101003
SIGLEC6	GO:0005576;GO:0005576;GO:0005576;GO:0005576;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0005886;GO:0005886;GO:0005886;GO:0005886;GO:0016020;GO:0016020;GO:0016020;GO:0016020
SIGLEC7	GO:0005886;GO:0005886
SIGLEC8	GO:0016020;GO:0016020;GO:0005886;GO:0005886
SIGLEC9	GO:0005886;GO:0005886;GO:0030667;GO:0030667
SIGMAR1	GO:0005635;GO:0005635;GO:0005635;GO:0005635;GO:0005637;GO:0005637;GO:0005637;GO:0005637;GO:0005640;GO:0005640;GO:0005640;GO:0005640;GO:0005783;GO:0005783;GO:0005783;GO:0005783;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005811;GO:0005811;GO:0005811;GO:0005811;GO:0005829;GO:0005829;GO:0005829;GO:0005829;GO:0014069;GO:0014069;GO:0014069;GO:0014069;GO:0016020;GO:0016020;GO:0016020;GO:0016020;GO:0030426;GO:0030426;GO:0030426;GO:0030426;GO:0031410;GO:0031410;GO:0031410;GO:0031410;GO:0070161;GO:0070161;GO:0070161;GO:0070161;GO:0098839;GO:0098839;GO:0098839;GO:0098839
SIK1	GO:0005634;GO:0005634;GO:0005634;GO:0005737;GO:0005737;GO:0005737
SIK1B	GO:0005737;GO:0005634
SIK2	GO:0005737;GO:0005737;GO:0005737;GO:0005737;GO:0005789;GO:0005789;GO:0005789;GO:0005789;GO:0005634;GO:0005634;GO:0005634;GO:0005634
SIK3	GO:0005654;GO:0005654;GO:0005654;GO:0005654;GO:0005737;GO:0005737;GO:0005737;GO:0005737
SIKE1	GO:0005829;GO:0005829
SIL1	GO:0005615;GO:0005615;GO:0005783;GO:0005783;GO:0005788;GO:0005788
SIM1	GO:0005634;GO:0005634;GO:0000785;GO:0000785
SIM2	GO:0005654;GO:0005654;GO:0016604;GO:0016604;GO:0000785;GO:0000785
SIMC1	GO:0005737;GO:0005737;GO:0005737;GO:0030017;GO:0030017;GO:0030017
SIN3A	GO:0000776;GO:0005634;GO:0005654;GO:0005730;GO:0016580;GO:0000118;GO:0017053;GO:0000785
